GEOIDFQ,cat4_mom_slosh_hightide_maximum,emergency_shelters_count,FEMA_SFHA_intersect,fire_stations_count,igtn_prob_test_maximum,n10_landslide_susc_maximum,onsite_sewage_disposal_count,police_stations_count,slrxa_3pt2ft_acres,staterf_inann_mean,wastewater_plants_count,GEO_ID,NAME,B01001_001E,B25034_006E,B25034_007E,B25034_008E,B25034_009E,B25034_010E,B25034_011E,B25046_001E,B27010_017E,B27010_033E,B27010_050E,B27010_066E,B28002_013E,C16002_004E,C16002_007E,C16002_010E,C16002_013E,B09019_005E,B09019_008E,B19101_001E,C17002_002E,C17002_003E,C17002_004E,C17002_005E,C17002_006E,C17002_007E,B20005_002E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_020E,B01001_021E,state,county,tract,block group,GEO_ID_2,B05013_017E,B05013_018E,B05013_019E,B01001_017E,B01001_018E,B01001_019E,B01001_016E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B25008_003E,GEO_ID_2.1,P5_002N,P5_003N,P5_004N,P5_005N,P5_008N,P5_009N,P5_010N
1500000US150030102051,12.0,1,1,1,0.40000000596,81.0,339,1,129.604577745,78.6000082435,2,1500000US150030102051,Block Group 1; Census Tract 102.05; Honolulu County; Hawaii,1494,43,233,94,45,82,0,988.0,0,0,27,0,18,0,0,12,7,30,96,413,33,58,19,58,15,0,,41,51,76,16,19,32,15,3,10205,1,1500000US150030102051,,,,45,5,12,109,30,34,30,17,0,6,581,9,0,103,135,9,657,401,1500000US150030102051,0,0,0,0,0,0,26
1500000US150090317004,12.0,1,1,1,0.870000004768,81.0,1,1,4.05039157928,17.3662137727,1,1500000US150090317004,Block Group 4; Census Tract 317; Maui County; Hawaii,1238,31,226,0,0,0,0,804.0,0,0,14,0,29,0,0,0,0,14,3,240,270,0,0,49,428,0,,49,128,98,161,0,0,15,9,31700,4,1500000US150090317004,,,,20,0,42,14,0,28,0,47,0,0,52,0,0,43,605,0,538,327,1500000US150090317004,0,0,0,0,0,0,0
1500000US150070409003,14.0,1,1,1,0.949999988079,21.0,54,1,46.2869857108,20.2188105234,1,1500000US150070409003,Block Group 3; Census Tract 409; Kauai County; Hawaii,657,75,43,32,34,24,79,469.0,0,6,5,0,24,0,0,0,0,82,65,119,17,49,15,20,33,72,,33,14,10,0,0,5,15,7,40900,3,1500000US150070409003,,,,9,5,0,43,9,3,44,0,24,7,109,0,0,250,99,0,199,395,1500000US150070409001,0,0,0,0,0,0,8
1500000US150070409004,13.0,1,1,1,0.930000007153,0.0,255,1,72.6250656303,19.4138697871,1,1500000US150070409004,Block Group 4; Census Tract 409; Kauai County; Hawaii,773,83,0,16,36,48,29,692.0,0,39,0,0,30,0,0,21,0,24,35,219,0,19,10,14,0,38,,0,21,0,44,0,19,15,7,40900,4,1500000US150070409004,,,,39,36,18,17,18,0,0,58,0,51,229,0,0,125,20,18,381,306,1500000US150070409002,42,0,0,42,0,0,11
1500000US150070409006,12.0,1,1,1,0.939999997616,12.0,427,1,69.6416403387,18.8726531665,1,1500000US150070409006,Block Group 6; Census Tract 409; Kauai County; Hawaii,1897,70,296,15,32,0,0,1396.0,0,25,11,0,29,0,0,4,0,28,20,427,116,196,6,5,69,0,,38,131,108,11,0,99,15,7,40900,6,1500000US150070409006,,,,110,16,29,49,25,26,76,18,32,1,96,0,12,331,474,0,984,311,1500000US150070409006,0,0,0,0,0,0,0
1500000US150070405004,13.0,3,1,1,0.860000014305,81.0,161,1,51.332224044,41.7036077772,3,1500000US150070405004,Block Group 4; Census Tract 405; Kauai County; Hawaii,2034,0,147,139,7,72,0,1014.0,104,59,59,0,0,0,0,0,0,98,55,328,73,0,40,639,0,0,,131,115,100,94,22,8,15,7,40500,4,1500000US150070405004,,,,14,45,79,19,0,0,17,12,36,74,196,28,8,577,148,6,1071,942,1500000US150070405004,96,0,0,96,0,0,31
1500000US150090302012,9.0,1,1,1,0.730000019073,81.0,209,1,7.79223020554,78.9451658869,1,1500000US150090302012,Block Group 2; Census Tract 302.01; Maui County; Hawaii,1083,22,117,43,0,0,27,973.0,71,44,54,0,65,0,0,0,0,53,81,285,26,80,0,0,63,0,,26,59,13,0,0,12,15,9,30201,2,1500000US150090302012,,,,56,0,61,32,0,49,8,33,0,0,568,0,27,113,71,0,304,349,1500000US150090302012,0,0,0,0,0,0,0
1500000US150090320001,13.0,1,1,1,0.910000026226,81.0,256,1,469.075123796,19.6861334236,13,1500000US150090320001,Block Group 1; Census Tract 320; Maui County; Hawaii,951,42,551,21,8,4,10,833.0,0,24,25,3,6,0,7,0,0,62,49,286,47,19,109,19,12,5,,3,8,12,11,22,43,15,9,32000,1,1500000US150090320001,,,,23,14,58,35,15,35,64,13,19,11,673,12,1,48,57,9,151,211,1500000US150090320001,0,0,0,0,0,0,43
1500000US150090315032,9.0,1,1,1,0.899999976158,81.0,8,1,45.533069901,30.804082113,2,1500000US150090315032,Block Group 2; Census Tract 315.03; Maui County; Hawaii,1607,236,352,176,93,46,0,856.0,45,31,38,0,9,28,0,0,0,82,110,429,47,309,87,10,11,20,,36,0,94,13,0,10,15,9,31503,2,1500000US150090315032,,,,38,25,87,48,0,12,61,18,0,0,572,20,46,304,77,123,465,1469,1500000US150090315032,0,0,0,0,0,0,0
1500000US150030078092,11.0,1,0,1,0.839999973774,81.0,2,1,0.973053577238,36.7827000618,1,1500000US150030078092,Block Group 2; Census Tract 78.09; Honolulu County; Hawaii,1855,309,298,0,9,0,0,1420.0,32,0,0,0,0,0,0,0,0,35,44,545,11,8,0,0,10,18,,151,20,45,13,63,46,15,3,7809,2,1500000US150030078092,,,,57,9,20,19,58,17,80,12,0,35,321,30,0,909,0,0,595,611,1500000US150030078091,0,0,0,0,0,0,0
1500000US150070401042,9.0,1,1,1,0.610000014305,24.0,260,1,112.709975772,81.9408105033,2,1500000US150070401042,Block Group 2; Census Tract 401.04; Kauai County; Hawaii,287,63,120,40,4,14,49,197.0,0,11,5,0,16,0,0,0,0,3,5,94,4,17,18,0,0,13,,0,21,0,0,7,7,15,7,40104,2,1500000US150070401042,,,,14,0,9,2,12,0,52,7,0,0,206,0,0,41,0,0,40,119,1500000US150070401042,0,0,0,0,0,0,0
1500000US150030005003,10.0,1,1,1,0.600000023842,58.0,54,1,25.8489838178,25.7036335685,1,1500000US150030005003,Block Group 3; Census Tract 5; Honolulu County; Hawaii,613,10,20,33,144,0,37,,0,0,10,0,11,0,0,0,0,92,38,145,128,0,40,0,0,0,,6,38,30,9,0,15,15,3,500,3,1500000US150030005003,,,,28,21,4,29,0,9,35,0,0,23,349,0,0,189,0,31,44,67,1500000US150030005002,0,0,0,0,0,0,5
1500000US150039813001,13.0,1,1,1,0.949999988079,47.0,5,1,81.6908373544,31.8158297385,1,1500000US150039813001,Block Group 1; Census Tract 9813; Honolulu County; Hawaii,283,0,0,0,6,0,0,97.0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,43,19,0,,0,11,12,14,0,0,15,3,981300,1,1500000US150039813001,,,,0,0,0,0,0,0,0,0,0,0,171,68,0,0,7,0,37,283,1500000US150039813001,0,0,0,0,0,0,11
1500000US150030005005,10.0,1,1,1,0.550000011921,3.0,6,1,34.8321939811,29.600108737,1,1500000US150030005005,Block Group 5; Census Tract 5; Honolulu County; Hawaii,721,10,8,288,18,31,0,473.0,0,0,17,0,22,0,0,0,0,84,30,158,25,44,0,0,9,29,,32,29,89,0,9,0,15,3,500,5,1500000US150030005005,,,,42,36,9,0,0,11,0,8,16,22,172,0,0,406,48,0,95,243,1500000US150030005005,0,0,0,0,0,0,22
1500000US150030099022,10.0,1,1,1,0.899999976158,16.0,51,1,40.0306722256,30.7836312188,1,1500000US150030099022,Block Group 2; Census Tract 99.02; Honolulu County; Hawaii,1231,197,7,64,0,44,33,978.0,0,0,0,0,19,0,0,19,0,0,53,274,131,0,38,10,52,0,,31,10,18,16,0,0,15,3,9902,2,1500000US150030099022,,,,89,0,56,83,28,10,25,45,88,0,151,44,0,531,223,29,253,288,1500000US150030099021,0,0,0,0,0,0,28
1500000US150030002001,9.0,1,1,1,0.600000023842,4.0,8,1,74.1263253004,30.1143649419,1,1500000US150030002001,Block Group 1; Census Tract 2; Honolulu County; Hawaii,659,63,106,48,62,55,0,538.0,0,0,0,0,0,0,0,0,0,48,10,140,18,46,10,0,25,0,,33,10,11,8,0,42,15,3,200,1,1500000US150030002001,,,,30,0,33,11,43,10,13,0,20,17,221,0,0,300,37,0,101,101,1500000US150030002002,0,0,0,0,0,0,0
1500000US150030110001,8.0,1,1,1,0.40000000596,81.0,43,1,0.265989925568,65.2012669146,2,1500000US150030110001,Block Group 1; Census Tract 110; Honolulu County; Hawaii,2068,43,165,351,44,3,2,1450.0,0,7,39,0,29,0,2,12,0,24,47,561,19,24,0,37,52,33,,48,76,42,32,40,18,15,3,11000,1,1500000US150030110001,,,,91,44,38,52,15,38,81,33,74,56,597,2,4,760,68,40,597,264,1500000US150030110001,0,0,0,0,71,0,30
1500000US150030020061,9.0,1,1,1,0.600000023842,0.0,7,1,4.46227902064,26.5483255386,1,1500000US150030020061,Block Group 1; Census Tract 20.06; Honolulu County; Hawaii,840,72,201,116,74,0,0,332.0,0,68,7,20,18,0,0,174,0,68,114,189,104,10,42,99,68,14,,17,35,22,0,30,7,15,3,2006,1,1500000US150030020061,,,,51,0,0,24,41,0,25,4,0,18,189,25,0,541,0,9,76,464,1500000US150030020061,0,0,0,0,0,0,0
1500000US150030020032,7.0,1,1,1,0.600000023842,0.0,4,1,0.796340016789,,1,1500000US150030020032,Block Group 2; Census Tract 20.03; Honolulu County; Hawaii,701,11,553,310,26,0,0,313.0,0,55,54,0,20,7,0,154,0,285,188,44,141,79,27,5,11,78,,0,0,0,0,0,0,15,3,2003,2,1500000US150030020032,,,,11,20,54,23,0,12,57,6,37,0,320,0,0,231,74,0,76,440,1500000US150030020031,0,0,0,0,0,0,0
1500000US150030025001,12.0,1,1,1,0.620000004768,0.0,11,1,10.8717928831,28.9305217743,1,1500000US150030025001,Block Group 1; Census Tract 25; Honolulu County; Hawaii,2199,110,542,342,145,169,38,1152.0,0,0,2,0,128,0,0,121,0,376,251,355,102,131,3,80,78,0,,25,0,22,37,0,0,15,3,2500,1,1500000US150030025001,,,,16,76,62,83,59,25,91,36,77,167,268,25,0,1168,220,38,480,1352,1500000US150030025003,0,0,0,0,0,0,7
1500000US150030027012,1.0,1,1,1,0.600000023842,49.0,5,1,,31.9488716125,1,1500000US150030027012,Block Group 2; Census Tract 27.01; Honolulu County; Hawaii,874,25,57,67,96,20,3,588.0,0,30,39,0,5,0,7,12,0,173,30,184,20,0,0,52,54,0,,45,0,0,0,0,14,15,3,2701,2,1500000US150030027012,,,,24,11,16,127,11,5,22,0,30,40,47,26,0,422,83,0,296,620,1500000US150030027012,13,0,0,13,28,0,9
1500000US150030053002,11.0,1,1,1,0.910000026226,33.0,1,1,0.984640714169,35.29413414,1,1500000US150030053002,Block Group 2; Census Tract 53; Honolulu County; Hawaii,1014,0,322,149,10,10,16,379.0,0,0,3,0,108,0,0,228,0,10,179,279,83,192,41,21,141,49,,14,49,66,17,0,12,15,3,5300,2,1500000US150030053002,,,,46,0,43,44,0,30,31,16,35,99,24,31,0,803,48,0,108,705,1500000US150030053002,0,0,0,0,0,0,0
1500000US150030054001,5.0,1,0,1,0.589999973774,0.0,1,1,,32.3368110657,1,1500000US150030054001,Block Group 1; Census Tract 54; Honolulu County; Hawaii,1492,2,41,130,165,57,46,294.0,63,60,21,0,61,0,0,149,0,32,24,339,168,380,308,203,49,15,,80,78,66,73,82,16,15,3,5400,1,1500000US150030054001,,,,11,18,0,2,26,17,15,37,2,10,4,7,0,359,923,0,199,1472,1500000US150030054001,0,0,0,0,0,0,0
1500000US150030057001,12.0,1,1,1,0.939999997616,0.0,103,1,142.192821334,26.22038594,2,1500000US150030057001,Block Group 1; Census Tract 57; Honolulu County; Hawaii,1864,0,9,0,20,0,0,712.0,0,12,32,6,90,0,0,232,0,90,53,383,368,277,11,24,100,36,,4,0,5,16,10,81,15,3,5700,1,1500000US150030057001,,,,51,79,55,35,95,51,46,24,12,0,283,20,2,988,392,2,177,807,1500000US150030057001,0,0,0,0,0,183,281
1500000US150030058002,3.0,1,0,1,0.689999997616,0.0,1,1,,30.3361935616,1,1500000US150030058002,Block Group 2; Census Tract 58; Honolulu County; Hawaii,2045,31,31,611,35,27,0,710.0,0,78,11,0,126,0,0,352,0,109,31,564,63,140,0,200,151,68,,118,42,70,82,25,52,15,3,5800,2,1500000US150030058002,,,,151,8,33,34,29,10,113,11,12,31,34,0,0,1863,52,13,83,958,1500000US150030058002,0,0,0,0,0,0,14
1500000US150030059001,12.0,1,1,1,0.939999997616,0.0,78,1,78.9262226617,27.6799721241,1,1500000US150030059001,Block Group 1; Census Tract 59; Honolulu County; Hawaii,1819,32,214,197,111,19,47,651.0,28,29,58,8,46,0,0,102,0,90,34,444,80,50,263,65,81,98,,7,49,73,13,38,39,15,3,5900,1,1500000US150030059001,,,,112,0,62,25,0,28,32,10,18,7,39,0,0,1161,364,0,255,1615,1500000US150030059001,0,0,0,0,0,0,0
1500000US150030109011,10.0,1,0,1,0.899999976158,0.0,1,1,0.718479051405,38.3791904449,1,1500000US150030109011,Block Group 1; Census Tract 109.01; Honolulu County; Hawaii,800,0,22,148,19,28,23,,0,0,0,0,0,0,0,0,0,8,18,221,0,0,0,0,29,0,,36,8,17,3,10,17,15,3,10901,1,1500000US150030109011,,,,54,0,27,34,46,47,27,0,11,2,467,0,0,41,56,47,189,16,1500000US150030109011,0,0,0,0,0,0,4
1500000US150030102023,7.0,1,1,1,0.519999980927,32.0,29,1,0.029425414539,52.9363016401,1,1500000US150030102023,Block Group 3; Census Tract 102.02; Honolulu County; Hawaii,2509,28,277,97,48,17,8,996.0,28,45,31,0,7,0,0,0,0,27,37,415,83,97,106,16,96,48,,62,108,108,73,25,17,15,3,10202,3,1500000US150030102023,,,,20,18,20,72,6,68,58,11,0,8,680,9,3,103,1090,36,588,1481,1500000US150030102022,0,0,0,0,0,0,0
1500000US150030111031,12.0,1,1,1,0.899999976158,81.0,29,1,27.8866492451,40.5022796631,1,1500000US150030111031,Block Group 1; Census Tract 111.03; Honolulu County; Hawaii,2512,140,591,91,25,0,0,1977.0,0,0,22,0,0,0,0,11,0,31,107,789,13,35,37,0,45,0,,30,158,22,39,22,19,15,3,11103,1,1500000US150030111031,,,,123,23,34,58,32,70,106,48,8,45,716,0,0,1068,82,29,617,308,1500000US150030111032,268,253,15,0,0,0,16
1500000US150030018011,6.0,1,1,1,0.579999983311,0.0,5,1,3.47627083071,25.3790391286,1,1500000US150030018011,Block Group 1; Census Tract 18.01; Honolulu County; Hawaii,469,62,350,317,21,0,0,216.0,0,17,31,0,39,12,0,54,0,121,85,82,103,41,0,10,36,0,,0,0,0,0,6,19,15,3,1801,1,1500000US150030018011,,,,38,38,9,13,37,4,18,0,17,5,177,0,0,216,11,20,45,267,1500000US150030018011,0,0,0,0,0,0,123
1500000US150030018012,7.0,1,1,1,0.589999973774,0.0,1,1,2.36776128636,24.7151699066,1,1500000US150030018012,Block Group 2; Census Tract 18.01; Honolulu County; Hawaii,470,6,287,275,10,7,5,158.0,0,26,18,0,31,0,5,32,0,100,20,131,11,6,4,31,0,16,,58,0,0,0,0,5,15,3,1801,2,1500000US150030018012,,,,6,9,11,6,0,24,0,6,0,5,253,31,0,120,25,0,41,390,1500000US150030018012,0,0,0,0,0,0,10
1500000US150030040001,11.0,1,0,1,0.899999976158,0.0,4,1,,28.1925721169,1,1500000US150030040001,Block Group 1; Census Tract 40; Honolulu County; Hawaii,952,238,270,79,10,0,17,430.0,0,0,30,0,12,21,0,12,0,175,141,171,17,48,3,7,12,0,,0,0,0,38,18,13,15,3,4000,1,1500000US150030040001,,,,7,31,11,68,8,6,36,15,20,12,198,26,0,310,227,24,167,600,1500000US150030040001,0,0,0,0,0,0,48
1500000US150030040002,4.0,1,0,1,0.460000008345,0.0,1,1,,28.6723537445,1,1500000US150030040002,Block Group 2; Census Tract 40; Honolulu County; Hawaii,516,127,42,28,6,0,7,204.0,0,0,10,0,30,0,0,0,0,88,63,98,36,52,11,15,10,68,,54,25,7,3,9,13,15,3,4000,2,1500000US150030040002,,,,17,0,15,7,0,39,10,0,0,6,91,3,0,212,29,23,158,359,1500000US150030040002,0,0,0,0,0,0,99
1500000US150030109031,9.0,1,1,1,0.810000002384,0.0,1,1,1.98618889034,41.5447582669,1,1500000US150030109031,Block Group 1; Census Tract 109.03; Honolulu County; Hawaii,2195,94,76,180,269,113,23,1967.0,22,28,64,0,76,0,0,8,0,25,113,602,63,98,63,4,54,48,,77,68,109,60,7,33,15,3,10903,1,1500000US150030109031,,,,119,0,27,52,43,51,98,87,0,77,778,0,0,384,204,35,794,473,1500000US150030109031,0,0,0,0,0,0,0
1500000US150070409005,11.0,1,1,1,0.949999988079,0.0,146,1,25.7605162156,19.3223173618,1,1500000US150070409005,Block Group 5; Census Tract 409; Kauai County; Hawaii,377,22,0,31,12,13,28,,0,0,17,0,65,0,0,0,0,0,31,66,22,50,0,0,95,0,,0,50,0,0,0,0,15,7,40900,5,1500000US150070409005,,,,0,9,12,0,0,0,13,13,0,0,30,0,0,42,199,0,106,284,1500000US150070409004,0,0,0,0,0,0,0
1500000US150030087021,13.0,1,1,1,0.920000016689,21.0,5,1,2.3615690299,23.4153251648,1,1500000US150030087021,Block Group 1; Census Tract 87.02; Honolulu County; Hawaii,2804,10,104,124,64,10,0,1282.0,0,5,33,0,259,0,0,262,0,135,168,553,97,181,156,72,32,109,,87,85,138,24,0,41,15,3,8702,1,1500000US150030087021,,,,114,11,52,108,9,43,150,60,94,79,154,47,11,2112,32,0,448,1425,1500000US150030087021,4,0,0,4,0,0,12
1500000US150030083023,8.0,4,0,1,0.899999976158,0.0,199,1,2.96122121883,21.3739185333,1,1500000US150030083023,Block Group 3; Census Tract 83.02; Honolulu County; Hawaii,2499,12,363,57,27,0,30,1127.0,22,0,34,0,91,0,0,38,0,12,32,458,116,0,184,25,296,0,,15,24,131,67,28,66,15,3,8302,3,1500000US150030083023,,,,85,41,33,79,9,57,78,78,5,24,19,0,0,1205,466,14,795,533,1500000US150030083023,0,0,0,0,0,0,14
1500000US150090307061,11.0,1,1,1,0.949999988079,0.0,3,1,41.8025368063,10.6907188014,1,1500000US150090307061,Block Group 1; Census Tract 307.06; Maui County; Hawaii,2796,459,276,30,9,0,0,1872.0,43,8,74,3,64,0,0,18,9,104,102,641,137,321,13,42,260,38,,25,87,270,23,23,71,15,9,30706,1,1500000US150090307061,,,,110,34,31,94,8,113,41,31,9,8,1213,15,62,679,79,99,649,1131,1500000US150090307061,0,0,0,0,0,0,0
1500000US150030080021,12.0,1,1,1,0.860000014305,59.0,5,1,4.42113521898,29.6203271151,1,1500000US150030080021,Block Group 1; Census Tract 80.02; Honolulu County; Hawaii,1924,15,65,114,213,17,0,963.0,0,97,40,0,83,0,0,30,0,50,53,325,16,25,12,0,155,7,,23,67,18,5,15,81,15,3,8002,1,1500000US150030080021,,,,17,118,21,35,128,9,19,10,23,99,151,17,0,1283,206,18,249,593,1500000US150030080022,0,0,0,0,0,0,0
1500000US150030078081,12.0,1,1,1,0.850000023842,0.0,6,1,34.7853752842,29.8075264522,1,1500000US150030078081,Block Group 1; Census Tract 78.08; Honolulu County; Hawaii,1545,0,59,115,248,0,0,753.0,0,0,21,0,22,0,0,12,0,50,20,303,131,23,201,0,285,43,,60,20,29,17,16,70,15,3,7808,1,1500000US150030078081,,,,26,0,70,36,8,29,29,19,0,83,111,0,0,668,96,23,647,580,1500000US150030078083,0,0,0,0,0,0,0
1500000US150010201002,9.0,1,0,1,0.759999990463,81.0,371,1,29.4564779065,162.134428826,1,1500000US150010201002,Block Group 2; Census Tract 201; Hawaii County; Hawaii,602,24,7,57,28,29,76,505.0,7,42,7,7,45,0,0,4,0,31,46,166,46,7,9,26,15,1,,9,9,26,3,14,16,15,1,20100,2,1500000US150010201002,,,,33,10,38,9,5,9,8,5,5,29,222,2,0,125,28,69,156,103,1500000US150010201001,0,0,0,0,0,0,0
1500000US150010201004,10.0,1,0,1,0.740000009537,81.0,184,1,17.7539437752,150.64951246,1,1500000US150010201004,Block Group 4; Census Tract 201; Hawaii County; Hawaii,1096,32,48,56,45,24,144,789.0,0,14,14,20,47,2,0,0,12,22,46,245,27,118,12,27,125,0,,8,13,62,37,19,13,15,1,20100,4,1500000US150010201004,,,,41,0,32,18,19,39,10,18,4,2,146,0,0,310,70,36,534,256,1500000US150010201004,0,0,0,0,0,0,0
1500000US150010214021,9.0,1,1,1,0.939999997616,81.0,409,1,10.7586052448,40.025931784,1,1500000US150010214021,Block Group 1; Census Tract 214.02; Hawaii County; Hawaii,1315,117,101,20,10,0,27,835.0,0,14,23,0,68,0,0,4,5,71,22,273,0,21,34,6,70,0,,12,104,31,16,25,18,15,1,21402,1,1500000US150010214021,,,,60,19,25,30,2,44,43,17,13,25,313,0,0,721,44,48,189,170,1500000US150010214021,0,0,0,0,0,0,19
1500000US150010202022,13.0,1,1,1,0.769999980927,80.0,442,1,4.84373720478,150.625772732,1,1500000US150010202022,Block Group 2; Census Tract 202.02; Hawaii County; Hawaii,1023,46,110,61,24,25,68,729.0,0,0,15,0,37,0,0,11,0,52,58,248,36,41,50,53,47,32,,22,30,16,6,9,26,15,1,20202,2,1500000US150010202022,,,,26,9,37,25,16,32,22,31,11,19,242,13,0,328,34,4,402,244,1500000US150010202022,0,0,0,0,0,0,0
1500000US150010206002,8.0,1,1,1,0.810000002384,35.0,287,1,,133.691039332,2,1500000US150010206002,Block Group 2; Census Tract 206; Hawaii County; Hawaii,984,73,24,43,34,0,0,707.0,10,10,8,0,73,0,0,23,4,43,67,193,48,32,5,16,41,1,,18,33,48,16,11,7,15,1,20600,2,1500000US150010206002,,,,40,20,17,19,7,17,29,6,16,32,33,9,4,240,291,9,398,167,1500000US150010206002,0,0,0,0,0,0,0
1500000US150010218004,9.0,1,1,1,0.899999976158,81.0,378,1,26.3787251226,75.6322001892,1,1500000US150010218004,Block Group 4; Census Tract 218; Hawaii County; Hawaii,1102,53,66,60,30,21,64,844.0,0,13,11,54,32,0,0,4,0,63,24,208,16,66,10,10,76,136,,47,100,45,9,0,95,15,1,21800,4,1500000US150010218004,,,,17,12,8,5,17,0,79,49,24,10,223,13,3,142,159,6,556,241,1500000US150010218003,28,0,0,28,0,0,0
1500000US150010218003,8.0,1,1,1,0.920000016689,80.0,533,1,5.18377157164,62.7589070767,1,1500000US150010218003,Block Group 3; Census Tract 218; Hawaii County; Hawaii,1798,189,46,32,181,32,29,1089.0,10,11,52,0,175,0,0,30,0,21,198,337,82,149,10,34,36,97,,9,24,14,30,23,39,15,1,21800,3,1500000US150010218003,,,,24,24,22,97,12,50,104,1,10,133,435,31,0,515,100,0,717,317,1500000US150010218001,0,0,0,0,0,0,0
1500000US150010201003,14.0,1,0,1,0.77999997139,81.0,274,1,69.5065621688,170.144389179,1,1500000US150010201003,Block Group 3; Census Tract 201; Hawaii County; Hawaii,1339,148,53,70,141,67,49,1399.0,0,2,15,0,58,0,0,15,0,61,54,403,47,55,1,39,74,101,,14,14,36,32,12,27,15,1,20100,3,1500000US150010201003,,,,140,2,41,36,22,54,70,31,7,29,435,3,0,272,65,1,563,150,1500000US150010201003,0,0,0,0,0,0,13
1500000US150010203002,19.0,1,1,1,0.75,75.0,48,1,8.23681586335,143.649039529,1,1500000US150010203002,Block Group 2; Census Tract 203; Hawaii County; Hawaii,1149,128,283,11,0,45,119,496.0,0,0,47,0,93,0,0,0,0,57,141,266,84,364,63,51,260,40,,31,22,127,30,26,17,15,1,20300,2,1500000US150010203002,,,,11,7,14,0,8,12,37,7,0,8,357,41,0,26,72,31,622,773,1500000US150010203002,0,0,0,0,0,0,19
1500000US150010203003,18.0,1,1,1,0.790000021458,74.0,29,1,1.72398592745,146.983680362,1,1500000US150010203003,Block Group 3; Census Tract 203; Hawaii County; Hawaii,1665,184,92,223,40,83,221,819.0,0,25,6,0,115,7,0,7,81,227,258,335,239,248,168,121,106,86,,0,55,39,83,55,50,15,1,20300,3,1500000US150010203003,,,,28,0,30,72,35,107,16,42,0,35,493,0,0,221,285,33,633,1097,1500000US150010203003,88,88,0,0,0,0,43
1500000US150010206001,15.0,1,1,2,0.829999983311,16.0,75,1,168.434466048,129.356161738,1,1500000US150010206001,Block Group 1; Census Tract 206; Hawaii County; Hawaii,868,114,257,50,56,69,0,658.0,0,0,45,0,87,0,0,18,0,177,95,189,30,151,19,27,28,0,,0,0,30,0,78,0,15,1,20600,1,1500000US150010206001,,,,18,31,21,42,9,19,32,19,0,19,417,0,0,132,105,0,214,330,1500000US150010206001,0,0,0,0,0,0,3
1500000US150010206003,7.0,1,1,1,0.790000021458,18.0,258,1,31.348412857,129.611833845,1,1500000US150010206003,Block Group 3; Census Tract 206; Hawaii County; Hawaii,1955,83,158,13,37,20,15,1117.0,7,27,41,0,43,0,0,8,6,44,38,391,145,105,118,44,202,111,,105,69,68,45,31,20,15,1,20600,3,1500000US150010206003,,,,32,19,41,47,58,69,24,23,13,17,68,6,0,43,825,6,1007,142,1500000US150010206003,0,0,0,0,0,0,0
1500000US150090307081,7.0,2,1,1,0.889999985695,42.0,74,1,12.117342458,11.7061062043,1,1500000US150090307081,Block Group 1; Census Tract 307.08; Maui County; Hawaii,2149,300,238,11,6,0,0,1858.0,0,3,87,0,70,0,25,16,0,76,164,483,103,87,67,0,87,3,,23,35,14,0,0,36,15,9,30708,1,1500000US150090307081,,,,138,68,79,56,14,45,96,44,39,43,1226,41,0,403,172,43,264,593,1500000US150090307081,0,0,0,0,0,0,39
1500000US150010215042,20.0,1,1,1,0.949999988079,81.0,185,1,174.630745944,25.486176608,8,1500000US150010215042,Block Group 2; Census Tract 215.04; Hawaii County; Hawaii,2926,50,84,62,10,0,0,1781.0,13,72,68,0,195,0,0,17,3,42,72,721,82,368,284,136,308,191,,168,106,114,22,10,26,15,1,21504,2,1500000US150010215042,,,,48,33,56,32,58,30,50,65,46,44,463,0,1,43,1564,7,848,1177,1500000US150010215042,0,0,0,0,0,0,72
1500000US150090314021,9.0,1,1,1,0.870000004768,81.0,216,1,50.2271662061,21.02970597,1,1500000US150090314021,Block Group 1; Census Tract 314.02; Maui County; Hawaii,1764,38,109,139,23,9,0,1033.0,94,32,60,0,34,0,0,3,0,20,17,354,155,30,59,239,39,51,,163,79,37,28,38,19,15,9,31402,1,1500000US150090314021,,,,67,33,41,34,21,18,13,21,21,30,372,0,21,381,121,242,627,676,1500000US150090314021,0,0,0,0,0,0,19
1500000US150090305011,11.0,1,1,1,0.860000014305,72.0,8,1,54.81423931,30.6084053787,1,1500000US150090305011,Block Group 1; Census Tract 305.01; Maui County; Hawaii,1664,145,89,0,97,106,77,1172.0,19,58,150,0,33,0,0,0,0,68,0,422,45,92,13,73,14,254,,35,39,14,81,54,15,15,9,30501,1,1500000US150090305011,,,,47,50,0,67,41,10,36,0,8,8,539,0,15,335,385,10,380,460,1500000US150090305012,0,0,0,0,0,0,9
1500000US150090318011,12.0,1,1,1,0.930000007153,81.0,204,1,106.711370819,22.2107020987,3,1500000US150090318011,Block Group 1; Census Tract 318.01; Maui County; Hawaii,890,190,365,28,50,7,19,623.0,0,0,9,0,52,0,0,0,0,98,36,215,54,85,87,98,95,14,,45,43,20,20,13,3,15,9,31801,1,1500000US150090318011,,,,14,38,21,45,8,7,31,43,13,3,150,0,11,18,470,3,238,279,1500000US150090318011,0,0,0,0,0,0,6
